CodAuto;Identificação;Extensão;km inicial;km final;Tipo de Bueiro;Forma;Rodovia;MONTANTE;;;;;;;JUSANTE;;;;;;ESTADO DE CONSERVAÇÃO MONTANTE;;;;;;;;;;;ESTADO DE CONSERVAÇÃO JUSANTE;;;;;;;;;;Data;FOTOS;;FOTOS;
;;;;;;;;Dimensões (m);Lado;Dispositivo entrada;Material;Estado de Conservação;Coord. Montante (X);Coord. Montante (Y);Dimensões (m);Lado;Estrutura de saída;Material;Estado de Conservação;Coord. Jusante (X);Coord. Jusante (Y);OK;Limpeza;Assoreado;Afogado;Testa ou ala danificada;Tubulação danificada;Caixa danificada;Erosão;Fissuras/trincas;Tampa Danificada/Inexist.;OK;Limpeza;Assoreado;Afogado;Testa ou ala danificada;Tubulação danificada;Caixa danificada;Erosão;Fissuras/trincas;Tampa Danificada/Inexist.;;Montante;Montante pan.;Jusante;Jusante pan.
1659;BU 101 ES 274+256 C 1;14,99;274+256;274+250;CX/ALA;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Regular;-20,21023835;-40,29817412;ø0,8;NORTE;TESTA COM ALA;CONCRETO;Bom;-20,21031037;-40,29829551;;X;;;;;;;;;X;;;;;;;;;;31/8/2020;;;;
1660;BU 101 ES 274+400 C 1;16,14;274+400;274+400;CX/ALA;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Regular;-20,20997136;-40,29846607;ø0,8;NORTE;TESTA COM ALA;CONCRETO;Regular;-20,21010301;-40,29853119;;X;;;;;;;;;;X;;;;;;;;;31/8/2020;;;;
1661;BU 101 ES 274+450 C 1;14,17;274+450;274+445;CX/ALA;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Regular;-20,20972749;-40,29871208;ø0,8;NORTE;TESTA COM ALA;CONCRETO;Bom;-20,20983435;-40,29878603;;X;;;;;;;;X;X;;;;;;;;;;31/8/2020;;;;
1662;BU 101 ES 274+480 C 1;16,92;274+480;274+480;CX/ALA;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Regular;-20,20954222;-40,29907121;ø0,8;NORTE;TESTA COM ALA;CONCRETO;Regular;-20,20967047;-40,2991584;;X;;;;;;;;X;;X;;;;;;;;;31/8/2020;;;;
1663;BU 101 ES 274+500 C 1;10,5;274+500;274+500;CX/ALA;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Regular;-20,20939517;-40,29940325;ø0,8;NORTE;TESTA COM ALA;CONCRETO;Regular;-20,20948317;-40,29943974;;X;;;;;;;;;;X;;;;;;;;;31/8/2020;;;;
1664;BU 101 ES 274+550 C 1;15,62;274+550;274+550;CX/ALA;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Bom;-20,20926685;-40,29977166;ø0,8;NORTE;TESTA COM ALA;CONCRETO;Regular;-20,2093996;-40,29982067;X;;;;;;;;;;;X;;;;;;;;;31/8/2020;;;;
1665;BU 101 ES 274+552 N 2;12,83;274+552;274+552;CX;TUBULAR;;ø0,8;NORTE;CAIXA COLETORA;CONCRETO;Regular;-20,20951381;-40,29987927;ø0,8;NORTE;CAIXA COLETORA;CONCRETO;Bom;-20,2094685;-40,2999923;;X;;;;;;;;X;X;;;;;;;;;;31/8/2020;;;;
1666;BU 101 ES 274+552 N 3;8,35;274+552;274+552;CX;TUBULAR;;ø0,8;NORTE;CAIXA COLETORA;CONCRETO;Regular;-20,20944495;-40,29984736;ø0,8;NORTE;CAIXA COLETORA;CONCRETO;Regular;-20,20951381;-40,29987927;;X;;;;;;;;X;;X;;;;;;;;X;31/8/2020;;;;
1667;BU 101 ES 274+580 C 1;20,27;274+580;274+580;CX/ALA;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Regular;-20,20914326;-40,30010115;ø0,8;NORTE;TESTA COM ALA;CONCRETO;Regular;-20,20931351;-40,30017056;;X;;;;;;;;X;;X;;;;;;;;;31/8/2020;;;;
1668;BU 101 ES 274+800 S 1;34,73;274+800;274+800;ALA;CELULAR;;2,2x2,5;SUL;TESTA COM ALA;CONCRETO;Bom;-20,2084868680805;-40,302558238179;2,2x2,5;NORTE;TESTA COM ALA;CONCRETO;Bom;-20,20878585;-40,30265463;X;;;;;;;;;;X;;;;;;;;;;31/8/2020;;;;
1669;BU 101 ES 274+850 N 1;-;274+850;-;CX/-;TUBULAR/-;;ø0,8;NORTE;CAIXA COLETORA;CONCRETO;Regular;-20,20863494;-40,30319768;-;-;-;-;-;-;-;;X;;;;;;;;;;;;;;;;;;;31/8/2020;;;;
1670;BU 101 ES 275+270 N 1;80,38;275+270;275+350;CX;TUBULAR;;ø0,8;NORTE;CAIXA COLETORA;CONCRETO;Regular;-20,20780969;-40,30690942;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Bom;-20,20746649;-40,30758736;;X;;;;;;;;;X;;;;;;;;;;31/8/2020;;;;
1671;BU 101 ES 275+350 C 1;20,08;275+350;275+350;CX/ALA;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Bom;-20,20746649;-40,30758736;ø0,8;NORTE;TESTA COM ALA;CONCRETO;Regular;-20,20764682;-40,30759824;X;;;;;;;;;;;X;;;;;;;;;31/8/2020;;;;
1672;BU 101 ES 275+400 C 1;19,09;275+400;275+400;CX/ALA;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Bom;-20,2074221;-40,3079255;ø0,6;NORTE;TESTA COM ALA;CONCRETO;Regular;-20,20758972;-40,3079652;X;;;;;;;;;;;X;;;;;;;;;9/10/2020;;;;
1673;BU 101 ES 275+450 C 1;13,84;275+450;275+450;CX/ALA;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Regular;-20,20737295;-40,30833378;ø0,8;NORTE;TESTA COM ALA;CONCRETO;Regular;-20,20749739;-40,30833578;;X;;;;;;;;;;X;;;;;;;;;31/8/2020;;;;
1674;BU 101 ES 275+500 C 1;17,62;275+500;275+500;CX/ALA;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Bom;-20,20731357;-40,30870958;ø0,8;NORTE;TESTA COM ALA;CONCRETO;Regular;-20,20747113;-40,3087276;X;;;;;;;;;;;X;;;;;;;;;31/8/2020;;;;
1675;BU 101 ES 275+585 C 1;14,7;275+585;275+585;CX/ALA;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Bom;-20,20726809;-40,30947055;ø0,8;NORTE;TESTA COM ALA;CONCRETO;Regular;-20,20739915;-40,30945182;X;;;;;;;;;;;X;;;;;;;;;31/8/2020;;;;
1676;BU 101 ES 275+600 N 1;4,79;275+600;275+610;CX/ALA;TUBULAR;;ø0,8;NORTE;CAIXA COLETORA;CONCRETO;Regular;-20,20739925;-40,30984969;ø0,6;NORTE;TESTA COM ALA;CONCRETO;Regular;-20,20744195;-40,30984356;;X;;;;;;;;;;X;;;;;;;;;31/8/2020;;;;
1677;BU 101 ES 275+620 C 1;14,58;275+620;275+600;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Bom;-20,20726816;-40,30985334;ø0,8;NORTE;CAIXA COLETORA;CONCRETO;Regular;-20,20739925;-40,30984969;X;;;;;;;;;;;X;;;;;;;;;31/8/2020;;;;
1678;BU 101 ES 275+640 C 1;15,87;275+640;275+640;CX/ALA;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Regular;-20,20729247;-40,31022416;ø0,8;NORTE;TESTA COM ALA;CONCRETO;Bom;-20,20743499;-40,31021565;;X;;;;;;;;;X;;;;;;;;;;31/8/2020;;;;
1679;BU 101 ES 275+640 N 1;40,31;275+640;275+660;CX;TUBULAR;;ø0,8;NORTE;CAIXA COLETORA;CONCRETO;Regular;-20,20746265;-40,31022842;ø0,8;NORTE;CAIXA COLETORA;CONCRETO;Regular;-20,20747679;-40,31061446;;X;;;;;;;;;;X;;;;;;;;;31/8/2020;;;;
1680;BU 101 ES 275+660 C 1;16,01;275+660;275+660;CX/ALA;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Bom;-20,20728389;-40,31062656;ø0,8;NORTE;TESTA COM ALA;CONCRETO;Regular;-20,20742455;-40,31059371;X;;;;;;;;;;;X;;;;;;;;;31/8/2020;;;;
1681;BU 101 ES 275+660 N 2;14,64;275+660;275+660;CX;TUBULAR;;ø0,8;NORTE;CAIXA COLETORA;CONCRETO;Bom;-20,20753049;-40,31048638;ø0,8;NORTE;CAIXA COLETORA;CONCRETO;Regular;-20,20747679;-40,31061446;X;;;;;;;;;;;X;;;;;;;;;31/8/2020;;;;
1682;BU 101 ES 275+680 C 1;19,05;275+680;275+680;CX/ALA;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Regular;-20,20733774;-40,3110472;ø0,8;NORTE;TESTA COM ALA;CONCRETO;Regular;-20,20749821;-40,31098321;;;;;;;;;;X;;X;;;;;;;;;31/8/2020;;;;
1683;BU 101 ES 275+680 N 1;38,26;275+680;275+660;CX;TUBULAR;;ø0,8;NORTE;CAIXA COLETORA;CONCRETO;Regular;-20,20752494;-40,3109775;ø0,8;NORTE;CAIXA COLETORA;CONCRETO;Regular;-20,20747679;-40,31061446;;X;;;;;;;;X;;X;;;;;;;;;31/8/2020;;;;
1684;BU 101 ES 275+700 C 1;17,59;275+700;275+700;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Regular;-20,2073932;-40,31139701;ø0,8;NORTE;CAIXA COLETORA;CONCRETO;Regular;-20,20754723;-40,31135851;;X;;;;;;;;X;;X;;;;;;;;X;31/8/2020;;;;
1685;BU 101 ES 275+700 N 1;1,92;275+700;275+700;CX/ALA;TUBULAR;;ø0,8;NORTE;CAIXA COLETORA;CONCRETO;Regular;-20,20754723;-40,31135851;ø0,8;NORTE;TESTA COM ALA;CONCRETO;Bom;-20,20756259;-40,31135009;;X;;;;;;;;X;X;;;;;;;;;;31/8/2020;;;;
1686;BU 101 ES 275+750 C 1;21,48;275+750;275+750;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Bom;-20,20745637;-40,31175602;ø0,8;NORTE;CAIXA COLETORA;CONCRETO;Regular;-20,20764445;-40,31170907;X;;;;;;;;;;;X;;;;;;;;X;31/8/2020;;;;
1687;BU 101 ES 275+750 N 1;2,42;275+750;275+750;CX/ALA;TUBULAR;;ø0,8;NORTE;CAIXA COLETORA;CONCRETO;Regular;-20,20764445;-40,31170907;ø0,8;NORTE;TESTA COM ALA;CONCRETO;Regular;-20,20762523;-40,31171997;;X;;;;;;;;X;;X;;;;;;;;;31/8/2020;;;;
1688;BU 101 ES 275+800 C 1;23,05;275+800;275+800;CX/ALA;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Regular;-20,20752843;-40,31214061;ø0,8;NORTE;TESTA COM ALA;CONCRETO;Bom;-20,20772161;-40,31206054;;X;;;;;;;;X;X;;;;;;;;;;31/8/2020;;;;
1689;BU 101 ES 275+800 N 2;24,71;275+800;275+830;CX;TUBULAR;;ø0,8;NORTE;CAIXA COLETORA;METALICO;Bom;-20,2077151;-40,31208786;ø0,8;NORTE;CAIXA COLETORA;CONCRETO;Regular;-20,20775961;-40,31231985;X;;;;;;;;;;;X;;;;;;;;;31/8/2020;;;;
1690;BU 101 ES 275+850 C 1;18,6;275+850;275+850;CX/ALA;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Bom;-20,20761815;-40,31251362;ø0,6;NORTE;TESTA COM ALA;CONCRETO;Bom;-20,20777679;-40,31245702;X;;;;;;;;;;X;;;;;;;;;;31/8/2020;;;;
1691;BU 101 ES 275+900 C 1;19,72;275+900;275+900;CX/ALA;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Bom;-20,20772999;-40,31288008;ø0,6;NORTE;TESTA COM ALA;CONCRETO;Bom;-20,20788843;-40,31279524;X;;;;;;;;;;X;;;;;;;;;;31/8/2020;;;;
1692;BU 101 ES 275+940 C 1;14,51;275+940;275+940;CX/ALA;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Bom;-20,20783887;-40,31324682;ø0,8;NORTE;TESTA COM ALA;CONCRETO;Regular;-20,20796075;-40,31319705;X;;;;;;;;;;;X;;;;;;;;;31/8/2020;;;;
1693;BU 101 ES 275+980 C 1;16,25;275+980;275+980;CX/ALA;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Bom;-20,20800251;-40,31360253;ø0,8;NORTE;TESTA COM ALA;CONCRETO;Bom;-20,20813202;-40,31353037;X;;;;;;;;;;X;;;;;;;;;;31/8/2020;;;;
1694;BU 101 ES 276+020 C 1;14,04;276+020;276+020;CX/ALA;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Bom;-20,20815923;-40,31392692;ø0,6;NORTE;TESTA COM ALA;CONCRETO;Regular;-20,20827257;-40,3138676;X;;;;;;;;;;;X;;;;;;;;;31/8/2020;;;;
1695;BU 101 ES 276+050 C 1;14,8;276+050;276+050;CX/ALA;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Regular;-20,20830399;-40,3142802;ø0,8;NORTE;TESTA COM ALA;CONCRETO;Regular;-20,20842234;-40,31421529;;X;;;;;;;;;;X;;;;;;;;;31/8/2020;;;;
1696;BU 101 ES 276+100 C 1;17,35;276+100;276+100;CX/ALA;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Bom;-20,20844133;-40,31461493;ø0,8;NORTE;TESTA COM ALA;CONCRETO;Regular;-20,20858216;-40,31454329;X;;;;;;;;;;;X;;;;;;;;;31/8/2020;;;;
1697;BU 101 ES 276+120 N 1;-;-;276+120;-/ALA;-/TUBULAR;;-;-;-;-;-;-;-;ø0,8;NORTE;TESTA COM ALA;CONCRETO;Regular;-20,20892552;-40,31518254;;;;;;;;;;;;X;;;;;;;;;31/8/2020;;;;
1698;BU 101 ES 276+150 C 1;13,29;276+150;276+150;CX/ALA;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Bom;-20,20864791;-40,31492545;ø0,8;NORTE;TESTA COM ALA;CONCRETO;Regular;-20,20875543;-40,31486983;X;;;;;;;;;;;X;;;;;;;;;31/8/2020;;;;
1699;BU 101 ES 276+400 S 1;7,19;276+400;276+400;CX/ALA;TUBULAR;;ø0,8;SUL;CAIXA COLETORA;CONCRETO;Regular;-20,2092209492065;-40,3163682924587;ø0,8;SUL;TESTA COM ALA;CONCRETO;Bom;-20,2091654919908;-40,3164037192632;;X;;;;;;;;X;X;;;;;;;;;;31/8/2020;;;;
1700;BU 101 ES 276+400 S 2;92,61;276+400;276+200;CX/ALA;TUBULAR;;ø0,8;SUL;CAIXA COLETORA;CONCRETO;Regular;-20,2092209492065;-40,3163682924587;ø0,6;NORTE;TESTA COM ALA;CONCRETO;Regular;-20,2091543;-40,31548362;;X;;;;;;;;X;;X;;;;;;;;;31/8/2020;;;;
1701;BU 101 ES 277+450 C 1;25,52;277+450;277+450;CX/ALA;TUBULAR;;ø0,3;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Regular;-20,2155646729088;-40,3247133320539;ø0,8;NORTE;TESTA COM ALA;CONCRETO;Bom;-20,2157600499578;-40,3245850543688;;X;;;;;;;;X;X;;;;;;;;;;31/8/2020;;;;
1702;BU 101 ES 277+450 N 1;57,44;277+450;277+360;CX;TUBULAR;;ø0,6;NORTE;CAIXA COLETORA;CONCRETO;Regular;-20,2157564246711;-40,324586069184;ø0,8;NORTE;CAIXA COLETORA;CONCRETO;Regular;-20,215387016077;-40,324201262782;;X;;;;;;;;X;;X;;;;;;;;X;31/8/2020;;;;
1703;BU 101 ES 277+500 C 1;22,39;277+500;277+500;CX/ALA;TUBULAR;;ø0,3;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Bom;-20,2158786212361;-40,3252397496384;ø0,8;NORTE;TESTA COM ALA;CONCRETO;Bom;-20,216036727065;-40,3251067985113;X;;;;;;;;;;X;;;;;;;;;;31/8/2020;;;;
1704;BU 101 ES 277+500 N 2;52,89;277+500;277+450;CX;TUBULAR;;ø0,6;NORTE;CAIXA COLETORA;CONCRETO;Regular;-20,2159780682828;-40,3250345411254;ø0,6;NORTE;CAIXA COLETORA;CONCRETO;Regular;-20,2157564246711;-40,324586069184;;X;;;;;;;;X;;X;;;;;;;;X;31/8/2020;;;;
1705;BU 101 ES 277+570 C 1;21,73;277+570;277+570;CX;TUBULAR;;ø0,3;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Regular;-20,2161185487905;-40,3256954178669;ø0,6;NORTE;CAIXA COLETORA;CONCRETO;Regular;-20,2162987487931;-40,3256149283791;;X;;;;;;;;X;;X;;;;;;;;X;31/8/2020;;;;
1706;BU 101 ES 277+570 N 1;5,28;277+570;277+570;CX/ALA;TUBULAR;;ø0,6;NORTE;CAIXA COLETORA;CONCRETO;Regular;-20,2162987487931;-40,3256149283791;ø0,8;NORTE;TESTA COM ALA;CONCRETO;Bom;-20,21634186215;-40,3255937896833;;X;;;;;;;;X;X;;;;;;;;;;31/8/2020;;;;
1707;BU 101 ES 277+600 N 3;15,29;277+600;277+600;CX/ALA;TUBULAR;;ø0,6;NORTE;CAIXA COLETORA;CONCRETO;Regular;-20,2165208309302;-40,3261230255801;ø0,8;NORTE;TESTA COM ALA;CONCRETO;Bom;-20,216457333567;-40,3262530192359;;X;;;;;;;;X;X;;;;;;;;;;31/8/2020;;;;
1708;BU 101 ES 277+600 S 1;35,8;277+600;277+600;ALA;CELULAR;;2x2,5;SUL;TESTA COM ALA;CONCRETO;Bom;-20,2161960533837;-40,3262421384137;2x2,5;NORTE;TESTA COM ALA;CONCRETO;Bom;-20,2165004783155;-40,3261305890189;X;;;;;;;;;;X;;;;;;;;;;31/8/2020;;;;
1709;BU 101 ES 277+680 N 1;4,59;277+680;277+680;CX/ALA;TUBULAR;;ø0,6;NORTE;CAIXA COLETORA;CONCRETO;Regular;-20,2167750384669;-40,3273403891464;ø0,8;NORTE;TESTA COM ALA;CONCRETO;Bom;-20,2167784130209;-40,3273841825342;;;;;;;;;;X;X;;;;;;;;;;31/8/2020;;;;
1710;BU 101 ES 277+700 N 1;42,51;277+700;277+780;CX/ALA;TUBULAR;;ø0,8;NORTE;CAIXA COLETORA;CONCRETO;Bom;-20,2168827008615;-40,328099921184;ø0,6;NORTE;TESTA COM ALA;CONCRETO;Bom;-20,2171248;-40,3284152;X;;;;;;;;;;X;;;;;;;;;;31/8/2020;;;;
1711;BU 101 ES 277+780 N 3;20,18;277+780;277+780;CX;TUBULAR;;ø0,8;NORTE;CAIXA COLETORA;CONCRETO;Regular;-20,2169266044614;-40,3284372387768;ø0,6;NORTE;CAIXA COLETORA;CONCRETO;Regular;-20,2170943098933;-40,3283633342777;;X;;;;;;;;;;;;;;;;;;X;31/8/2020;;;;
1712;BU 101 ES 278+080 N 1;26,12;278+080;278+050;CX;TUBULAR;;ø0,6;NORTE;CAIXA COLETORA;CONCRETO;Regular;-20,2174405692685;-40,3310007818874;ø0,8;NORTE;CAIXA COLETORA;CONCRETO;Regular;-20,2174351904546;-40,3307504787345;;X;;;;;;;;;;X;;;;;;;;;31/8/2020;;;;
1713;BU 101 ES 278+100 S 1;23,88;278+100;278+080;CX/ALA;TUBULAR;;ø0,8;SUL;CAIXA COLETORA;CONCRETO;Regular;-20,2169610378235;-40,3318237079753;ø0,6;SUL;TESTA COM ALA;CONCRETO;Regular;-20,2167725740264;-40,3317139421135;;X;;;;;;;;;;;;;;;;;X;;31/8/2020;;;;
1714;BU 101 ES 278+150 S 1;65,16;278+150;278+100;CX;TUBULAR;;ø0,3;SUL;CAIXA COLETORA;CONCRETO;Bom;-20,2168240317271;-40,332430852677;ø0,8;SUL;CAIXA COLETORA;CONCRETO;Regular;-20,2169610378235;-40,3318237079753;X;;;;;;;;;;;X;;;;;;;;;2/9/2020;;;;
1715;BU 101 ES 278+460 C 1;41,48;278+460;278+500;CX;TUBULAR;;ø0,4;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Regular;-20,21779154;-40,33520893;ø0,4;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Regular;-20,2178738;-40,33559672;;X;;;;;;;;;;X;;;;;;;;;1/9/2020;;;;
1716;BU 101 ES 278+500 C 1;39,88;278+500;278+550;CX;TUBULAR;;ø0,4;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Regular;-20,2178738;-40,33559672;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Bom;-20,21793139;-40,33597393;;X;;;;;;;;;X;;;;;;;;;;1/9/2020;;;;
1717;BU 101 ES 278+550 C 1;41,43;278+550;278+600;CX/ALA;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Bom;-20,21793139;-40,33597393;ø0,8;NORTE;TESTA COM ALA;CONCRETO;Regular;-20,2180749867386;-40,3363402888713;X;;;;;;;;;;;X;;;;;;;;;1/9/2020;;;;
1718;BU 101 ES 278+600 C 1;36,47;278+600;278+650;CX/ALA;TUBULAR;;ø0,8;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Regular;-20,21798467;-40,33636108;ø0,6;NORTE;TESTA COM ALA;CONCRETO;Bom;-20,2180466793874;-40,3367043174217;;X;;;;;;;;;X;;;;;;;;;;1/9/2020;;;;
1719;BU 101 ES 278+650 C 1;44,76;278+650;278+700;CX;TUBULAR;;ø0,8;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Regular;-20,21802003;-40,33671062;ø0,3;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Bom;-20,21802027;-40,33713961;;X;;;;;;;;X;X;;;;;;;;;;1/9/2020;;;;
1720;BU 101 ES 278+700 C 1;11,78;278+700;278+700;CX/ALA;TUBULAR;;ø0,3;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Bom;-20,21802027;-40,33713961;ø0,8;NORTE;TESTA COM ALA;CONCRETO;Bom;-20,2181247558933;-40,3371208712158;X;;;;;;;;;;X;;;;;;;;;;1/9/2020;;;;
1721;BU 101 ES 279+800 C 1;25,92;279+800;279+820;CX;TUBULAR;;ø0,3;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Regular;-20,218542679223;-40,3469552887504;ø0,3;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Regular;-20,2185194425324;-40,3472024324388;;X;;;;;;;;X;;X;;;;;;;;X;1/9/2020;;;;
1722;BU 101 ES 279+820 C 1;36,08;279+820;279+840;CX;TUBULAR;;ø0,3;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Regular;-20,2185194425324;-40,3472024324388;ø0,3;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Regular;-20,2185415236184;-40,3475473831281;;X;;;;;;;;X;;X;;;;;;;;X;1/9/2020;;;;
1723;BU 101 ES 279+840 C 1;35,42;279+840;279+860;CX;TUBULAR;;ø0,3;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Regular;-20,2185415236184;-40,3475473831281;ø0,3;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Regular;-20,218559842396;-40,3478862399793;;X;;;;;;;;X;;X;;;;;;;;X;1/9/2020;;;;
1724;BU 101 ES 279+860 C 1;35,18;279+860;279+900;CX;TUBULAR;;ø0,3;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Regular;-20,218559842396;-40,3478862399793;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Regular;-20,2184722661028;-40,3482102138762;;X;;;;;;;;X;;X;;;;;;;;;1/9/2020;;;;
1725;BU 101 ES 279+900 C 1;38,52;279+900;279+960;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Regular;-20,2184722661028;-40,3482102138762;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Regular;-20,2183792099203;-40,3485658326044;;X;;;;;;;;;;X;;;;;;;;X;1/9/2020;;;;
1726;BU 101 ES 279+960 C 1;74,01;279+960;280+010;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Regular;-20,2183792099203;-40,3485658326044;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Regular;-20,21824011;-40,34925948;;X;;;;;;;;X;;X;;;;;;;;;1/9/2020;;;;
1727;BU 101 ES 280+010 C 1;13,35;280+010;280+010;CX/ALA;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Regular;-20,21824011;-40,34925948;ø0,8;NORTE;TESTA COM ALA;CONCRETO;Bom;-20,2183561887677;-40,3492921659468;;X;;;;;;;;;X;;;;;;;;;;1/9/2020;;;;
1728;BU 101 ES 280+180 C 1;41;280+180;280+200;CX;TUBULAR;;ø0,3;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Regular;-20,217862;-40,35124768;ø0,3;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Regular;-20,21781273;-40,35163707;;X;;;;;;;;X;;X;;;;;;;;X;1/9/2020;;;;
1729;BU 101 ES 280+200 C 1;40,08;280+200;280+220;CX;TUBULAR;;ø0,3;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Regular;-20,21781273;-40,35163707;ø0,3;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Regular;-20,21775378;-40,35201598;;X;;;;;;;;X;;X;;;;;;;;X;1/9/2020;;;;
1730;BU 101 ES 280+220 C 1;39,26;280+220;280+240;CX;TUBULAR;;ø0,3;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Regular;-20,21775378;-40,35201598;ø0,3;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Regular;-20,21776145;-40,3523921;;X;;;;;;;;X;;X;;;;;;;;X;1/9/2020;;;;
1731;BU 101 ES 280+220 C 2;42,97;280+220;280+220;CX/ALA;TUBULAR;;ø0,3;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Regular;-20,21787168;-40,35317719;ø0,8;NORTE;TESTA COM ALA;CONCRETO;Bom;-20,218085939373;-40,3535198853719;;X;;;;;;;;X;X;;;;;;;;;;1/9/2020;;;;
1732;BU 101 ES 280+240 C 1;41,01;280+240;280+260;CX;TUBULAR;;ø0,3;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Regular;-20,21776145;-40,3523921;ø0,3;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Bom;-20,21780534;-40,35278233;;X;;;;;;;;X;X;;;;;;;;;;1/9/2020;;;;
1733;BU 101 ES 280+260 C 1;18,11;280+260;280+260;CX/ALA;TUBULAR;;ø0,3;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Bom;-20,21780534;-40,35278233;ø0,6;NORTE;TESTA COM ALA;CONCRETO;Bom;-20,2179676994098;-40,3527962272729;X;;;;;;;;;;X;;;;;;;;;;1/9/2020;;;;
